Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Passive,F&B: Comments,en,See previous comments. Bland and unimaginative vegetarian food,See previous comments. Bland and unimaginative vegetarian food,Veg meal,Negative ,LHR-MRU,NK0053,27/07/2019,ECONOMY,,339,3BNBU,NO,Male,35-44,United Kingdom,negative,-0.998126,unimaginative vegetarian food,negative,0.699388,0.033259,0.334587,0.167635,0.219692,0.099311,Vegetarianism,0.9044
Passive,F&B: Comments,fr,"A big problem!
The distribution looks like nothing And to drink the tetrapack we put it everywhere In addition it is at room temperature 
","Un gros problème !
La distribution ressemble à rien
Et pour boire le tetrapack on sen met partout 
En plus cest à température ambiante 
",Temperature of beverages,Negative ,RUN-MRU,NK0249,27/07/2019,ECONOMY,016D,319,3BNBF,NO,Male,55-64,Reunion,negative,-0.718598,room temperature,neutral,0.891444,0.195595,0.278457,0.214781,0.059791,0.403836,Thermodynamic equilibrium,0.842122
Detractor,F&B: Comments,en,"SERVING BREAKFAST AFTER 4 HOURS IN INTERNATIONAL FLIGHT. TOTAL SHAME !!!!

SUCH A CHEAP SERVICE!!!","SERVING BREAKFAST AFTER 4 HOURS IN INTERNATIONAL FLIGHT. TOTAL SHAME !!!!

SUCH A CHEAP SERVICE!!!",Time served,Negative ,BOM-MRU,NK0749,27/07/2019,ECONOMY,039H,332,3BNBM,NO,Male,26-34,,negative,-0.960894,INTERNATIONAL FLIGHT,neutral,0.951958,0.517415,0.311946,0.004077,0.312374,0.043592,,
Detractor,F&B: Comments,en,Food was shit. Random street food at rm5 is much better. I had ramenfor food. What the fuck,Food was shit. Random street food at rm5 is much better. I had ramenfor food. What the fuck,Quality of food,Negative ,KUL-MRU,NK0647,27/07/2019,ECONOMY,012D,343C,3BNBE,NO,Male,22-25,Mauritius,negative,-0.989039,Random street food,positive,0.996221,0.829288,0.153847,0.088744,0.049825,0.104922,Fuck,0.938227
Detractor,F&B: Comments,en,Should have small bottles of water and a bigger selection of drinks. ,Should have small bottles of water and a bigger selection of drinks. ,Variety of drinks,Negative ,JNB-MRU,NK0852,27/07/2019,ECONOMY,026D,359,3BNBQ,NO,Female,45-54,South Africa,neutral,0,small bottles of water,neutral,0.870438,0.105149,0.227809,0.144401,0.310507,0.130517,,
Passive,F&B: Comments,en,Tea was served rather cold at breakfast,Tea was served rather cold at breakfast,Temperature of  drinks,Negative ,MRU-LHR,NK0042,26/07/2019,ECONOMY,002D,339,3BNBU,NO,Male,55-64,Mauritius,negative,-0.587926,Tea,negative,0.937512,0.010522,0.067118,0.035594,0.845921,0.034862,Hong Kong-style milk tea,0.850487
Promoter,F&B: Comments,en,None.,None.,None,Neutral,MRU-LHR,NK0042,26/07/2019,BUSINESS,,339,3BNBU,NO,Male,45-54,Mauritius,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,F&B: Comments,en,Disappointed as they did not serve tea and coffee in the morning at all. Ridiculous ,Disappointed as they did not serve tea and coffee in the morning at all. Ridiculous ,Tea/coffee,Negative ,LHR-MRU,NK0053,26/07/2019,ECONOMY,,359,3BNBQ,NO,Female,35-44,United Kingdom,negative,-0.996284,tea,negative,0.698889,0.654204,0.149059,0.025738,0.037589,0.414621,Tea,0.894133
Detractor,F&B: Comments,fr,The white wine was hot and the staff proposed ice cubes ...,Le vin blanc était chaud et le personnel proposait des glaçons...,Wine Temperature,Negative ,CDG-MRU,NK0045,26/07/2019,ECONOMY,024D,343C,3BNAU,NO,Female,45-54,Switzerland,negative,-0.359686,white wine,negative,0.99999,0.023239,0.15847,0.050816,0.618348,0.141689,Ice cube,0.882032
Passive,F&B: Comments,fr,Distribution of bricks of juice fruit ... it's just ugly,Distribution de brique de jus fruit... c'est juste moche,Visual appeal,Negative,RUN-MRU,NK0239,25/07/2019,ECONOMY,028G,332,3BNBM,NO,Male,35-44,Reunion,negative,-0.879881,Distribution of bricks of juice fruit,neutral,0.5,0.137196,0.445558,0.091401,0.068082,0.244531,,
Promoter,F&B: Comments,fr,None,Aucun,None,Neutral,ZSE-MRU,NK0257,25/07/2019,ECONOMY,009E,319,3BNBH,NO,Male,65-75,Reunion,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,en,Better food - cut the bread and croissants ,Better food - cut the bread and croissants ,Recommendations,Negative,MRU-LHR,NK0042,25/07/2019,ECONOMY,028B,359,3BNBQ,NO,,,,positive,0.541816,Better food,positive,0.99985,0.186494,0.204965,0.028156,0.525094,0.147519,Baguette,0.841986
Detractor,F&B: Comments,en,No juice for kids with straw,No juice for kids with straw,Quality of beverages,Negative,DUR-MRU,NK0846,24/07/2019,ECONOMY,005E,319,3BNBF,NO,Male,26-34,South Africa,negative,-0.790826,juice,negative,0.957921,0.104152,0.206299,0.101438,0.232553,0.164724,,
Detractor,F&B: Comments,en,The food was very disappointing and there was little option for beverages throughout the long flight.,The food was very disappointing and there was little option for beverages throughout the long flight.,Variety of drinks,Negative,CDG-MRU,NK0047,24/07/2019,ECONOMY,026B,343C,3BNBD,NO,Male,35-44,United Kingdom,negative,-0.922387,long flight,negative,0.917787,0.091827,0.153446,0.041881,0.013017,0.650955,Futures contract,0.84285
Promoter,F&B: Comments,en,Enjoyable service. especially to my daughter as we filled the place of another family who couldnt make their connection due to the situation in AMS.,Enjoyable service. especially to my daughter as we filled the place of another family who couldnt make their connection due to the situation in AMS.,Compliment,Positive,CDG-MRU,NK0045,24/07/2019,ECONOMY,016E,359,3BNBQ,NO,Male,45-54,Netherlands,positive,0.962292,place of another family,negative,0.941783,0.135077,0.10749,0.047673,0.298071,0.449036,Family,0.848783
Promoter,F&B: Comments,en,"The food was fantastic. 
The curry chicken was perfect. 
A nice touch was the pizza slice. ","The food was fantastic. 
The curry chicken was perfect. 
A nice touch was the pizza slice. ",Compliment,Positive,PER-MRU,NK0441,24/07/2019,ECONOMY,027C,339,3BNBV,NO,Male,35-44,Australia,positive,0.983485,nice touch,positive,0.960287,0.008298,0.038193,0.004395,0.932007,0.018499,Curry,0.909247
Detractor,F&B: Comments,en,"Not sure who make your menu but as a chef myself the food is RUBISH.
Bread wrapped in cling film- seriously
No Mauritian food culture at all.
Veg Jhalgezi?? Potato peas and carrots salad then peas carrot as side in main???
Come on can be better","Not sure who make your menu but as a chef myself the food is RUBISH.
Bread wrapped in cling film- seriously
No Mauritian food culture at all.
Veg Jhalgezi?? Potato peas and carrots salad then peas carrot as side in main???
Come on can be better",Poor quality of food,Negative ,PER-MRU,NK0441,24/07/2019,ECONOMY,035B,339,3BNBV,NO,Male,,Australia,positive,0.26845,Potato peas,positive,0.940206,0.206538,0.37944,0.080939,0.13102,0.170455,Restaurant,0.911316
Detractor,F&B: Comments,en,I dont like waiting 35 minuts for picking up garbage after eating lunch - specially not when the space is so very small .. ,I dont like waiting 35 minuts for picking up garbage after eating lunch - specially not when the space is so very small .. ,Food discard,Negative ,MRU-CDG,NK0036,24/07/2019,ECONOMY,027F,343C,3BNBD,NO,Male,35-44,Denmark,negative,-0.880986,garbage,negative,0.636757,0.253694,0.434619,0.063719,0.095266,0.379086,The KLF,0.860062
Promoter,F&B: Comments,en,Food needs to be abit warmer. ,Food needs to be abit warmer. ,Temperature of food,Negative,CDG-MRU,NK0047,24/07/2019,ECONOMY,039A,343C,3BNBD,NO,Male,35-44,United Kingdom,negative,-0.450162,Food,negative,0.957921,0.105463,0.102884,0.102329,0.38901,0.214104,Maslow's hierarchy of needs,0.835081
Detractor,F&B: Comments,en,The cabin crew did not ask if we wanted any beverages while serving food.( Whisky or Beer),The cabin crew did not ask if we wanted any beverages while serving food.( Whisky or Beer),Staff service,Negative ,CDG-MRU,NK0047,24/07/2019,ECONOMY,,343C,3BNBD,NO,Male,45-54,United Kingdom,neutral,0,cabin crew,neutral,0.999942,0.063316,0.084702,0.035386,0.331754,0.139716,Cabin Crew,0.91136
Promoter,F&B: Comments,fr,The very fast service and the ecoute,Le service tres rapide et a l'ecoute,Good service,Positive,CDG-MRU,NK0045,23/07/2019,ECONOMY,,359,3BNBP,NO,Female,45-54,France,positive,0.767105,fast service,positive,0.5,0.066619,0.07161,0.053611,0.103233,0.213589,,
Passive,F&B: Comments,en,The water i drunk was warm. I dont like the food in a airplane but thats with Every airline. ,The water i drunk was warm. I dont like the food in a airplane but thats with Every airline. ,Temperature of drinks,Negative ,MRU-AMS,NK0062,22/07/2019,ECONOMY,041C,343C,3BNBD,NO,Female,45-54,Netherlands,positive,0.563678,t,negative,0.997236,0.161209,0.231705,0.097217,0.466182,0.153548,Water cycle,0.864924
Passive,F&B: Comments,en,Please provide tastier food.,Please provide tastier food.,Recommendations,Negative,MRU-KUL,NK0646,22/07/2019,ECONOMY,033B,339,3BNBV,YES,Male,18-21,Mauritius,positive,0.768352,tastier food,positive,0.5,0.062748,0.157046,0.056741,0.070226,0.035856,,
Detractor,F&B: Comments,en,Had no choice of main meal only fish was left. Had my children with me although teenagers. thought should of made sure they were ok with food but had to take what was left!,Had no choice of main meal only fish was left. Had my children with me although teenagers. thought should of made sure they were ok with food but had to take what was left!,Poor variety of food,Negative ,AMS-MRU,NK0073,22/07/2019,ECONOMY,033A,343C,3BNBD,NO,Female,45-54,United Kingdom,negative,-0.704213,choice of main meal,negative,0.981384,0.046643,0.376299,0.089657,0.084898,0.337134,Meal,0.932621
Detractor,F&B: Comments,zh,?? ???????,???????????,,Negative,MRU-HKG,NK0640,21/07/2019,ECONOMY,011H,332,3BNBM,NO,Male,26-34,People 's Republic of China,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,F&B: Comments,en,None. value for money,None. value for money,Value for money,Negative,JNB-MRU,NK0852,21/07/2019,ECONOMY,044J,359,3BNBQ,NO,Female,45-54,South Africa,negative,-0.848017,value,positive,0.947006,0.274193,0.37464,0.104613,0.207116,0.158476,Store of value,0.914707
Promoter,F&B: Comments,fr,"Arrival at row 7 the hostess had only one dish on 3: problem!! !!!
We pay for the service and therefore the choice in business ","Arrivée au rang 7 lhotesse Navait plus quun plat sur 3 : problème !!!!!
On paie pour le service et donc le choix en business ",Bad service,Negative,CDG-MRU,NK0045,21/07/2019,BUSINESS,007E,359,3BNBP,NO,Male,65-75,France,positive,0.484111,Arrival,negative,0.801003,0.219407,0.138988,0.030308,0.38146,0.249157,Economics,0.862634
Promoter,F&B: Comments,it,Nono,Nono,None,Neutral,PER-MRU,NK0441,21/07/2019,ECONOMY,,332,3BNBM,NO,Male,76 & over,Australia,neutral,0,Nono,neutral,0.997527,0.0,0.0,0.0,0.0,0.0,,
Detractor,F&B: Comments,en,Not enough water given ,Not enough water given ,Water to be offered,Negative ,CPT-MRU,NK0844,21/07/2019,ECONOMY,034F,343C,3BNBD,NO,Male,26-34,South Africa,negative,-0.924646,enough water,negative,0.5,0.267719,0.088617,0.05407,0.324605,0.173287,,
Promoter,F&B: Comments,fr,I love the meals served on board air Mauritius because I very much appreciate this sometimes spicy mixture ..,J'adore les repas servis à bord d'air Mauritius car j'apprécie beaucoup cet mélange parfois épicé ..,Compliment,Positive,MRU-PVG,NK0688,21/07/2019,ECONOMY,042E,343C,3BNAU,NO,Female,55-64,Canada,positive,0.959642,air Mauritius,positive,0.847582,0.012554,0.028926,0.005474,0.829407,0.065856,Mauritius,0.9044
Detractor,F&B: Comments,en,the food did not have taste..,the food did not have taste..,Quality of food,Negative,PER-MRU,NK0441,21/07/2019,ECONOMY,026H,332,3BNBM,NO,Female,22-25,Mauritius,negative,-0.833957,food,negative,0.957921,0.08686,0.072945,0.093654,0.174219,0.151545,Food,0.84107
Detractor,F&B: Comments,en,Cabin crew was very rude and didn't serve food on time and they were taking too much time to serve. ,Cabin crew was very rude and didn't serve food on time and they were taking too much time to serve. ,Time taken to serve,Negative ,DEL-MRU,NK0745,21/07/2019,ECONOMY,024H,332,3BNBL,NO,Male,26-34,India,negative,-0.949142,Cabin crew,negative,0.999818,0.379083,0.106253,0.085453,0.067676,0.261671,Cabin Crew,0.91136
Promoter,F&B: Comments,pt,In the,No,None,Neutral,BOM-MRU,NK0749,20/07/2019,ECONOMY,027B,332,3BNBL,NO,Male,35-44,United Arab Emirates,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,en,The veg food was not to the level.,The veg food was not to the level.,Veg meal,Negative ,MRU-DEL,NK0744,20/07/2019,ECONOMY,028D,332,3BNBL,YES,Male,35-44,Mauritius,negative,-0.74553,veg food,negative,0.999749,0.101968,0.276362,0.188447,0.228187,0.197217,Nutrition,0.861018
Promoter,F&B: Comments,en,Vegetarian and non-meat options are a huge issue.  Please address this by check-in  ppl asking if veg option is needed. ,Vegetarian and non-meat options are a huge issue.  Please address this by check-in  ppl asking if veg option is needed. ,Veg meal,Negative ,MRU-JNB,NK0851,20/07/2019,ECONOMY,026J,359,3BNBP,NO,Female,35-44,South Africa,negative,-0.689526,meat options,neutral,0.808527,0.051412,0.22951,0.062231,0.04238,0.254585,,
Passive,F&B: Comments,fr,There is just a small patisserie to accompany the fruit juice,Il manque juste une petite patisserie pour accompagner le jus de fruit,Quantity of food,Negative,RUN-MRU,NK0219,20/07/2019,ECONOMY,025C,339,3BNBV,NO,Male,26-34,Reunion,neutral,0,fruit juice,neutral,0.973956,0.088322,0.09803,0.05283,0.437914,0.170816,Juice,0.91136
Passive,F&B: Comments,en,More variety of drink like your competitor,More variety of drink like your competitor,Poor variety of Beverage,Negative,CDG-MRU,NK0047,20/07/2019,ECONOMY,015H,343C,3BNBD,NO,Female,55-64,Ireland,neutral,0,variety of drink,neutral,0.983223,0.079207,0.147657,0.067795,0.378875,0.115707,,
Promoter,F&B: Comments,pt,In the,No,None,Neutral,DUR-MRU,NK0846,20/07/2019,ECONOMY,015A,319,3BNBH,NO,Female,55-64,South Africa,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,en,Jamaican chicken with potato salad was not tasty.. ,Jamaican chicken with potato salad was not tasty.. ,Poor food quality,Negative,MRU-PER,NK0440,03/08/2019,ECONOMY,036D,332,3BNBL,NO,Female,26-34,Australia,negative,-0.678074,potato salad,negative,0.997175,0.069958,0.401157,0.057969,0.183352,0.36215,Potato salad,0.911247
Passive,F&B: Comments,en,See previous remarks,See previous remarks,Other,,AMS-MRU,NK0073,02/08/2019,ECONOMY,015H,343C,3BNBD,NO,Female,45-54,Netherlands,neutral,0,previous remarks,neutral,0.5,0.057448,0.408341,0.088633,0.13711,0.05135,,
Passive,F&B: Comments,en,Food was well presented but needed better quality of ingredients and taste,Food was well presented but needed better quality of ingredients and taste,The visual appeal of the food,Negative,LHR-MRU,NK0053,02/08/2019,ECONOMY,025E,339,3BNBV,NO,Female,35-44,Singapore,positive,0.876342,better quality of ingredients,positive,0.919594,0.026737,0.150149,0.030762,0.747417,0.046014,Food,0.84107
Detractor,F&B: Comments,fr,Given the price of the flight we expected something other than a single choice of cardboard drink !!!,Etant donné le prix du vol on s attendait à autre chose qu un seul choix de boisson en carton !!!,Quantity of beverage offered,Negative,RUN-MRU,NK0249,02/08/2019,ECONOMY,010F,319,3BNBH,NO,Female,55-64,France,negative,-0.860255,price of the flight,negative,0.77272,0.294287,0.090969,0.089605,0.197494,0.331164,The Price,0.857329
Promoter,F&B: Comments,fr,Short flight without meals. Therefore no opinion has given,Vol court sans repas. donc pas d avis a donnet,None,Neutral,ZSE-MRU,NK0257,02/08/2019,ECONOMY,020F,319,3BNBF,NO,Female,35-44,Reunion,negative,-0.71973,Short flight,negative,0.999988,0.145119,0.079951,0.187973,0.081487,0.411725,,
Promoter,F&B: Comments,en,"Coffee should be served hot. 
Great service ","Coffee should be served hot. 
Great service ",Temperature of beverages,Positive,KUL-MRU,NK0647,01/08/2019,ECONOMY,045E,339,3BNBV,NO,Female,45-54,Mauritius,positive,0.956389,Great service,positive,0.999656,0.034066,0.058807,0.01441,0.855358,0.031191,Linux,0.856867
Passive,F&B: Comments,fr,The staff went too quickly without leaving the choice of hot dishes. He picked up the trays without asking if everything was going well and if we wanted anything else.,le personnel est passé trop rapidement sans laisser le choix des plats chauds. Il ramassait les plateaux sans demander si tout allait bien et si on voulait autre chose.,The way the cabin crew served the food,Negative,CDG-MRU,NK0045,01/08/2019,ECONOMY,020E,359,3BNBQ,NO,Female,35-44,France,negative,-0.867902,choice of hot dishes,negative,0.775563,0.158954,0.134591,0.111262,0.340336,0.283576,2009 films,0.85773
Promoter,F&B: Comments,en,When you travel as a couple. you need to be served at the same time.  As my husband is served by one attendant from the left isle. I am served by another from the right isle - sometimes one has finished and the other is just served.,When you travel as a couple. you need to be served at the same time.  As my husband is served by one attendant from the left isle. I am served by another from the right isle - sometimes one has finished and the other is just served.,The way the cabin crew served the food,Negative,JNB-MRU,NK0852,01/08/2019,BUSINESS,005F,359,3BNBP,NO,Female,55-64,Mauritius,neutral,0,right isle,neutral,0.902211,0.105699,0.093528,0.060919,0.514096,0.235814,Left-wing politics,0.909247
Promoter,F&B: Comments,fr,Coffee mediocre,Café mediocre,Poor food quality,Negative,CDG-MRU,NK0045,31/07/2019,ECONOMY,015G,359,3BNBP,NO,Female,55-64,Switzerland,negative,-0.976313,Coffee,negative,0.980057,0.090454,0.042596,0.048287,0.603983,0.074312,,
Promoter,F&B: Comments,en,All good,All good,Good service,Positive,MRU-DUR,NK0845,31/07/2019,BUSINESS,004D,319,3BNBH,NO,Male,55-64,South Africa,positive,0.950229,,,,0.0,0.0,0.0,0.880435,0.0,,
Detractor,F&B: Comments,en,"At one aisle drinks was served several times with the staff going to and fro several times whereas on the other aisle only 1 time...........very unprofessional. The guy just disappeared after the initial service and there was hardly more than 25 passengers on that aisle!!!!!!!!!!
I am saying this only as a frustration (as I had luckily bought a pack of beer at the DF shop to serve myself) but it is bad for the other passengers. especially non - Mauritians....","At one aisle drinks was served several times with the staff going to and fro several times whereas on the other aisle only 1 time...........very unprofessional. The guy just disappeared after the initial service and there was hardly more than 25 passengers on that aisle!!!!!!!!!!
I am saying this only as a frustration (as I had luckily bought a pack of beer at the DF shop to serve myself) but it is bad for the other passengers. especially non - Mauritians....",The way the cabin crew served the beverages,Negative,MRU-BOM,NK0748,31/07/2019,ECONOMY,016C,343C,3BNBD,NO,Male,45-54,Mauritius,negative,-0.856685,aisle drinks,negative,0.835501,0.326516,0.303748,0.064637,0.331894,0.135734,Alcoholic beverage,0.878864
Passive,F&B: Comments,en,"As mentioned before the staff tends to be judgemental when they serve the drinks. they are rude when you try to ask them for something as simple as a soft drink :( i have travelled on various air lines and beverages have never been a problem.
Some compulsory training need to be given for staff to learn how to refuse to serve a drink if they think that the person has reached a limit insted of comments that can be offensive!! 
Who would like to hear comments like: Sir you have a baby and should not be drinking! We are responsible adults on their way to a holiday and we should not be told or make us feel bad if we want to enjoy a drink on a plane.","As mentioned before the staff tends to be judgemental when they serve the drinks. they are rude when you try to ask them for something as simple as a soft drink :( i have travelled on various air lines and beverages have never been a problem.
Some compulsory training need to be given for staff to learn how to refuse to serve a drink if they think that the person has reached a limit insted of comments that can be offensive!! 
Who would like to hear comments like: Sir you have a baby and should not be drinking! We are responsible adults on their way to a holiday and we should not be told or make us feel bad if we want to enjoy a drink on a plane.",The way the cabin cre served the beverages,Negative,PER-MRU,NK0441,31/07/2019,ECONOMY,030E,332,3BNBM,NO,Male,35-44,Australia,negative,-0.689535,compulsory training,negative,0.858108,0.222793,0.410602,0.080245,0.108982,0.433973,Drink,0.971964
Passive,F&B: Comments,fr,No meals (MRU-RUN flight),Pas de repas (vol MRU-RUN),No meal,Neutral,MRU-RUN,NK0218,31/07/2019,ECONOMY,,AT7,3BNBG,NO,Male,26-34,Reunion,neutral,0,MRU-RUN flight,neutral,0.971924,0.132517,0.030165,0.116804,0.025301,0.214795,,
Detractor,F&B: Comments,fr,The best whisky is a black label??? And the steward m asked to choose my meal when he had forgotten to give the menus beforehand ... ,Le meilleur whisky est un black label ??? Et le steward m a demandé de choisir mon repas alors qu il avait oublié de donner les menus au préalable ... ,Quality of beverages,Negative,MRU-CDG,NK0034,31/07/2019,ECONOMY,001A,359,3BNBQ,NO,Male,35-44,Mauritius,negative,-0.657866,steward m,negative,0.991435,0.18843,0.093461,0.088436,0.157651,0.353638,Linus Roache,0.867113
Detractor,F&B: Comments,en,On board  of a bussiness class .there was no champagne ....as. They were limited  with....,On board  of a bussiness class .there was no champagne ....as. They were limited  with....,Champagne,Negative,RUN-MRU,NK0239,31/07/2019,ECONOMY,018C,339,3BNBU,YES,Female,45-54,Mauritius,negative,-0.725243,board  of a bussiness class,negative,0.998307,0.245662,0.123116,0.138648,0.268919,0.229124,Corporation,0.854933
Detractor,F&B: Comments,fr,The quality of the meal should be improved. 3 years of that the food was better and the visual appeal attracting. We also need to improve the taste of tea and coffee  ,Il faut améliorer la qualite du repas. 3 ans de cela la nourriture etait meilleure et l'attrait visuel attirant. Il faut aussi améliorer le goût du thè et le café  ,Needs improvement,Negative,MRU-PER,NK0440,30/07/2019,ECONOMY,025G,332,3BNBM,NO,Female,65-75,Mauritius,positive,0.971456,visual appeal,positive,0.89642,0.015122,0.074816,0.011364,0.771474,0.128165,Improve,0.938227
Promoter,F&B: Comments,en,It would be good to be offered a larger serving (or the complete can/bottle) of soft drinks. instead of having to call cabin crew for service!,It would be good to be offered a larger serving (or the complete can/bottle) of soft drinks. instead of having to call cabin crew for service!,Quantity of beverage offered,Negative,JNB-MRU,NK0852,30/07/2019,ECONOMY,021A,332,3BNBL,NO,Male,45-54,Croatia,positive,0.719433,cabin crew,positive,0.856069,0.078472,0.031428,0.013154,0.266542,0.074481,,
Detractor,F&B: Comments,en,"Took a two and a half hours for drinks and food to be served on flight and food was cold. 
Vegetables in fish option was small. 
Flight attendant didnt really explain different meals just fish and chicken with a drink 
Was a quite cold","Took a two and a half hours for drinks and food to be served on flight and food was cold. 
Vegetables in fish option was small. 
Flight attendant didnt really explain different meals just fish and chicken with a drink 
Was a quite cold",Time taken to serve,Negative,LHR-MRU,NK0057,30/07/2019,ECONOMY,044B,339,3BNBU,NO,Male,26-34,United Kingdom,negative,-0.741163,half hours,negative,0.961889,0.211179,0.423256,0.077235,0.09346,0.397143,Food and drink,0.90904
Promoter,F&B: Comments,en,If could add choice of canned sparkling juice,If could add choice of canned sparkling juice,Variety of drinks,Negative,MRU-RRG,NK0120,30/07/2019,ECONOMY,003F,AT7,3BNBN,NO,Female,55-64,Mauritius,positive,0.693834,choice,positive,0.788983,0.063859,0.067236,0.098428,0.413408,0.16507,,
Passive,F&B: Comments,en,"Improve quality of breakfast items (bread. croissant and scrambled eggs). 
AVML - dinner was not enough to satisfy my hunger. There simply wasnt enough food. 2 packets of margarine were served with the meal (unnecessarily) - was it to meet the calorific critter is? ","Improve quality of breakfast items (bread. croissant and scrambled eggs). 
AVML - dinner was not enough to satisfy my hunger. There simply wasnt enough food. 2 packets of margarine were served with the meal (unnecessarily) - was it to meet the calorific critter is? ",Needs improvement,Negative,LHR-MRU,NK0057,30/07/2019,ECONOMY,021G,339,3BNBU,NO,Female,35-44,United Kingdom,negative,-0.574757,packets of margarine,neutral,0.969121,0.050257,0.159832,0.005775,0.744089,0.033321,Breakfast,0.951708
Detractor,F&B: Comments,pt,In the,No,None,Neutral,NBO-MRU,NK0535,30/07/2019,ECONOMY,012B,319,3BNBF,NO,Male,35-44,Kenya,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,fr,Choosing between two meats when you are vegetarian does not leave any possibility other than to eat vegetables and starch!,Choix entre deux viandes lorsque lon est végétariens ça ne laisse pas aucune possibilité autre que de manger les légumes et féculents!,More variety of food ,Negative,MRU-AMS,NK0062,29/07/2019,ECONOMY,041G,343C,3BNBD,NO,Female,35-44,Switzerland,negative,-0.369251,meats,negative,0.724567,0.048171,0.30717,0.09543,0.455889,0.150842,Nutrition,0.935074
Promoter,F&B: Comments,en,They had run out of Vodka on this flight.,They had run out of Vodka on this flight.,Quantity of beverage offered,Negative,JNB-MRU,NK0852,29/07/2019,BUSINESS,005J,359,3BNBQ,NO,Female,55-64,Australia,neutral,0,Vodka,neutral,0.844133,0.135208,0.049963,0.107354,0.051229,0.220693,Cricket,0.851813
Detractor,F&B: Comments,en,I drank water and applejuice,I drank water and applejuice,Other,Neutral,AMS-MRU,NK0073,29/07/2019,ECONOMY,017H,343C,3BNBD,NO,Male,26-34,Netherlands,neutral,0,water,neutral,0.844133,0.095737,0.306724,0.087357,0.273638,0.161139,,
Promoter,F&B: Comments,pt,In the,No,None,Neutral,PER-MRU,NK0441,28/07/2019,ECONOMY,017A,332,3BNBM,NO,Female,55-64,Australia,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,en,I was surprised business class food has worst taste than economy class. I always try to protect our national airline being patriotic to our country. Apart from the nice cutleries food in business class was very deceiving. No taste. bland. Chicken was dry. A nightmare to eat. ,I was surprised business class food has worst taste than economy class. I always try to protect our national airline being patriotic to our country. Apart from the nice cutleries food in business class was very deceiving. No taste. bland. Chicken was dry. A nightmare to eat. ,Poor food quality,Negative,LHR-MRU,NK0053,28/07/2019,ECONOMY,040F,339,3BNBV,NO,Female,35-44,Mauritius,negative,-0.959898,surprised business class food,negative,0.933629,0.0692,0.471683,0.52499,0.574662,0.481141,Air France,0.986377
Promoter,F&B: Comments,en,The food is great but it feels if the staff chase the schedule - and if they need to get this service done in a specific time frame - the main course basically arrives with the starter - starter is very pleasant but one would like to enjoy it with a glass of wine,The food is great but it feels if the staff chase the schedule - and if they need to get this service done in a specific time frame - the main course basically arrives with the starter - starter is very pleasant but one would like to enjoy it with a glass of wine,Compliment,Positive,JNB-MRU,NK0852,28/07/2019,BUSINESS,004D,359,3BNBP,NO,Male,45-54,South Africa,positive,0.904773,main course,positive,0.816683,0.025683,0.029447,0.032889,0.642236,0.083079,Meal,0.899205
,F&B: Comments,en,Very commanding ,Very commanding ,Bad service,Negative,MRU-BOM,NK0748,28/07/2019,ECONOMY,035F,339,3BNBU,NO,Male,76 & over,India,positive,0.982579,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,F&B: Comments,en,Being a Mauritian.  you are told that you will be served vindaille poisson when in fact you are presented with poached fish and some kind of rougaille!! Really disappointing. Are you kidding with mauritians!!!,Being a Mauritian.  you are told that you will be served vindaille poisson when in fact you are presented with poached fish and some kind of rougaille!! Really disappointing. Are you kidding with mauritians!!!,Poor food quality,Negative,LHR-MRU,NK0053,28/07/2019,ECONOMY,,339,3BNBV,NO,Female,35-44,United Kingdom,negative,-0.389465,vindaille poisson,positive,0.931653,0.222107,0.283878,0.042854,0.45119,0.152548,Mauritius,0.886784
Promoter,F&B: Comments,pt,In the,No,None,Neutral,PER-MRU,NK0441,28/07/2019,ECONOMY,034F,332,3BNBM,NO,Male,65-75,Australia,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,fr,"When we were served there was no more choice chicken .il was only fish Our son did not eat fish he did not have a dish ...
Despite having insisted on stewards","Lorsque nous avons été servi il ne restait plus de choix poulet .il n y avait que poisson
Notre fils ne mangeant pas de poisson il n a pas eu de plat...
Malgré avoir insisté auprès des stewarts",Quantity of food,Negative,CDG-MRU,NK0045,28/07/2019,ECONOMY,019C,359,3BNBQ,NO,Male,55-64,France,negative,-0.935309,choice chicken,negative,0.945633,0.194656,0.468986,0.012591,0.086541,0.37951,Meat,0.844459
